thz,freq_kayser,vdos,vdos_normalized
0.0,0.0,0.0,0.0
0.206632233471281,6.8808533745936575,38.54885138656134,0.07580839631286838
0.413264466942562,13.761706749187315,56.19673886961926,0.11051391931236713
0.619896700413843,20.64256012378097,74.38035332703618,0.14627297831428643
0.826528933885124,27.52341349837463,72.27405478619843,0.14213082857976259
1.033161167356405,34.40426687296828,70.80077141825538,0.139233537339663
1.239793400827686,41.28512024756194,66.05309221949688,0.12989697001482392
1.4464256342989672,48.165973622155605,77.8792919772448,0.15315382996949028
1.653057867770248,55.04682699674926,55.80970261958477,0.10975279164254792
1.859690101241529,61.92768037134291,52.44352752224112,0.1031330266778544
2.06632233471281,68.80853374593656,52.47232573560756,0.10318965991836508
2.2729545681840913,75.68938712053023,43.72395113969907,0.08598550922112118
2.479586801655372,82.57024049512388,46.80563823886569,0.0920458131866842
2.686219035126653,89.45109386971754,40.26996834223612,0.07919306567611889
2.8928512685979344,96.33194724431121,36.0258679973117,0.07084681334000456
3.0994835020692153,103.21280061890486,39.081839209515756,0.07685654562624966
3.306115735540496,110.09365399349852,31.0695249726831,0.06109989734228041
3.512747969011777,116.97450736809216,29.829441851362557,0.05866120697043863
3.719380202483058,123.85536074268582,26.986035624370313,0.05306949519742713
3.9260124359543394,130.7362141172795,29.058561702036073,0.05714522956079166
4.13264466942562,137.61706749187312,23.48744545538328,0.046189328849349266
4.339276902896901,144.49792086646679,19.20329158135642,0.03776430908700274
4.5459091363681825,151.37877424106046,18.525318852896564,0.03643103913369049
4.752541369839463,158.2596276156541,16.628160406007417,0.032700174678927094
4.959173603310744,165.14048099024777,14.72367043965917,0.02895489239554521
5.165805836782026,172.02133436484144,13.88216272110045,0.027300022060003218
5.372438070253306,178.90218773943508,13.389777166797815,0.0263317192987874
5.5790703037245875,185.78304111402875,8.541129735405596,0.01679659249631951
5.785702537195869,192.66389448862242,9.729731913206285,0.019134042814864288
5.992334770667149,199.54474786321606,8.444952871671049,0.016607455504168842
6.198967004138431,206.42560123780973,8.40817589173751,0.016535131588676925
6.405599237609711,213.30645461240337,9.32298493269948,0.018334152929998043
6.612231471080992,220.18730798699704,9.187976269164857,0.01806865110821169
6.818863704552274,227.06816136159068,7.826410624761972,0.015391058799641295
7.025495938023554,233.94901473618432,6.4041460230409895,0.012594098716243958
7.2321281714948356,240.829868110778,7.504380847576624,0.014757769866370455
7.438760404966116,247.71072148537164,8.009317745055336,0.015750755521201167
7.645392638437397,254.5915748599653,6.517528546651462,0.012817071566942496
7.852024871908679,261.472428234559,5.678094003607292,0.011166278242916543
8.05865710537996,268.35328160915265,4.859489076207356,0.00955644748200222
8.26528933885124,275.23413498374623,4.070599748274146,0.008005054050866116
8.471921572322522,282.11498835833993,6.437428310402591,0.012659550130222706
8.678553805793802,288.99584173293357,5.413722567182088,0.010646377547942504
8.885186039265083,295.8766951075272,5.054986041726985,0.009940902813536217
9.091818272736365,302.7575484821209,5.941901923744741,0.01168507075270388
9.298450506207645,309.63840185671455,5.493779537786419,0.010803813900437732
9.505082739678926,316.5192552313082,3.896414036601927,0.007662508449959055
9.711714973150208,323.4001086059019,2.948707124733446,0.0057987916703608885
9.918347206621489,330.28096198049553,2.608362139007551,0.005129484891222957
10.124979440092769,337.1618153550892,1.6146178059465721,0.0031752330387120856
10.331611673564051,344.0426687296829,1.938314999231959,0.003811801035715918
10.538243907035332,350.9235221042765,1.851086711199129,0.0036402619005397384
10.744876140506612,357.80437547887016,1.4621417306522109,0.0028753806091744495
10.951508373977894,364.68522885346385,1.263632976120272,0.002485002432034331
11.158140607449175,371.5660822280575,1.3452294749504274,0.002645466349857194
11.364772840920455,378.44693560265114,0.8285538598063364,0.0016293958733269143
11.571405074391738,385.32778897724484,0.6952253050774337,0.001367198076164164
11.778037307863018,392.2086423518385,0.6216704217494461,0.0012225484291446217
11.984669541334299,399.0894957264321,0.6435983623847222,0.0012656709076157592
12.191301774805579,405.97034910102576,0.622614956041053,0.0012244059067952839
12.397934008276861,412.85120247561946,0.35304002310838023,0.0006942722551633377
12.604566241748142,419.7320558502131,0.5149006666771964,0.0010125799445955155
12.811198475219422,426.61290922480674,0.3973335467254935,0.0007813778593949103
13.017830708690704,433.49376259940044,0.37699703475154056,0.0007413850112583178
13.224462942161985,440.3746159739941,0.3223676153218,0.0006339533101956133
13.431095175633265,447.2554693485877,0.33279169107041173,0.0006544528176289685
13.637727409104548,454.13632272318137,0.3438574231155448,0.0006762141767926268
13.844359642575828,461.017176097775,0.3275143763182864,0.0006440746934097775
14.050991876047108,467.89802947236865,0.35071376223389683,0.0006896975376307309
14.25762410951839,474.77888284696235,0.23490563184195548,0.0004619546003128842
14.464256342989671,481.659736221556,0.23681664927216797,0.0004657127192061712
14.670888576460952,488.54058959614963,0.23679170594376844,0.00046566366680495403
14.877520809932232,495.42144297074327,0.2254577326262974,0.0004433747967051862
15.084153043403514,502.30229634533697,0.24334930344296643,0.0004785595361291638
15.290785276874795,509.1831497199306,0.16534788899311628,0.0003251655457276768
15.497417510346075,516.0640030945243,0.1532530393614008,0.0003013803712997487
15.704049743817357,522.944856469118,0.20411073328784432,0.00040139477064131895
15.910681977288638,529.8257098437116,0.20916320197247154,0.0004113307229362842
16.11731421075992,536.7065632183053,0.22147886412252146,0.0004355501370963609
16.3239464442312,543.5874165928989,0.1752448671633466,0.00034462848733143577
16.53057867770248,550.4682699674925,0.22874365357245577,0.00044983673755113237
16.73721091117376,557.3491233420862,0.1509235566354906,0.0002967993178224629
