,thz,freq_kayser,vdos,vdos_normalized
398,82.23962892156985,2738.5796430882756,0.027968212875285545,0.00020147018112112817
399,82.44626115504113,2745.4604964628693,0.032543838707714365,0.0002344308915287836
400,82.65289338851241,2752.341349837463,0.038700676225725456,0.00027878192587689395
401,82.85952562198369,2759.2222032120567,0.03268611836573451,0.00023545580894481562
402,83.06615785545496,2766.10305658665,0.03940833023451634,0.00028387954087138567
403,83.27279008892624,2772.9839099612436,0.030920395567317807,0.00022273635155248888
404,83.47942232239753,2779.8647633358373,0.03592771205039112,0.00025880676346168356
405,83.68605455586881,2786.745616710431,0.027391439117398206,0.000197315367440839
406,83.89268678934009,2793.6264700850247,0.032654443950762196,0.00023522764098321457
407,84.09931902281137,2800.5073234596184,0.03165784925902765,0.0002280486297985014
408,84.30595125628265,2807.388176834212,0.02814194157037196,0.00020272164297966997
409,84.51258348975394,2814.269030208806,0.02867733170857001,0.00020657834803959686
410,84.71921572322522,2821.1498835833995,0.03329016036321805,0.00023980705051968634
411,84.9258479566965,2828.030736957993,0.027886770664355118,0.0002008835087777709
412,85.13248019016778,2834.911590332587,0.02737921444790789,0.0001972273065272818
413,85.33911242363907,2841.7924437071806,0.031211235981896693,0.00022483143253831513
414,85.54574465711033,2848.673297081774,0.031717332410142046,0.0002284771191439634
415,85.75237689058162,2855.5541504563676,0.028704606928255813,0.00020677482621554328
416,85.9590091240529,2862.4350038309613,0.03169415502849823,0.0002283101599142652
417,86.16564135752418,2869.315857205555,0.0354584197814001,0.0002554261971432716
418,86.37227359099546,2876.1967105801486,0.03410106306492336,0.000245648421754691
419,86.57890582446674,2883.0775639547423,0.03168225171479293,0.00022822441390043003
420,86.78553805793803,2889.958417329336,0.032835592092997745,0.0002365325491369351
421,86.99217029140931,2896.8392707039297,0.03745143842840151,0.00026978298960547356
422,87.19880252488059,2903.7201240785234,0.0272187714320994,0.00019607154861029597
423,87.40543475835187,2910.600977453117,0.03314687086822096,0.00023877485870111903
424,87.61206699182316,2917.481830827711,0.027652692179404054,0.00019919731470559535
425,87.81869922529442,2924.362684202304,0.03557966226585037,0.00025629957240720755
426,88.0253314587657,2931.243537576898,0.024267010886664803,0.0001748084191294554
427,88.23196369223699,2938.1243909514915,0.032562699471685136,0.00023456675582408977
428,88.43859592570827,2945.005244326085,0.03239063043339635,0.00023332724937210573
429,88.64522815917955,2951.886097700679,0.03598490714351309,0.00025921877068652504
430,88.85186039265083,2958.7669510752726,0.02848412893545485,0.00020518660385250183
