,freq_thz,freq_kayser,alphan
0,0.0,0.0,650175.7712666341
1,4.136367772731409,137.7410468319559,652878.4650314269
2,8.272735545462819,275.4820936639118,657357.2864761903
3,12.409103318194228,413.22314049586777,670111.2184291515
4,16.545471090925638,550.9641873278237,683456.8056037615
5,20.68183886365705,688.7052341597797,673424.3857724504
6,24.818206636388457,826.4462809917355,697452.9044748086
7,28.954574409119864,964.1873278236914,770794.7047727728
8,33.090942181851275,1101.9283746556473,740352.8692122023
9,37.22730995458269,1239.6694214876034,691484.3386205955
10,41.3636777273141,1377.4104683195594,804552.5730995705
11,45.5000455000455,1515.151515151515,757233.8001650939
12,49.63641327277691,1652.892561983471,708357.6658381469
13,53.772781045508324,1790.6336088154271,709032.553586498
14,57.90914881823973,1928.3746556473827,741583.8948977896
15,62.04551659097114,2066.115702479339,790167.7480196818
16,66.18188436370255,2203.8567493112946,779442.6078010229
17,70.31825213643396,2341.5977961432504,855594.5767983793
18,74.45461990916537,2479.3388429752067,1005704.436716999
19,78.59098768189678,2617.0798898071625,946114.9269058394
20,82.7273554546282,2754.820936639119,818101.3705438687
21,86.8637232273596,2892.5619834710747,852571.5855592737
22,91.000091000091,3030.30303030303,1027827.6306025356
23,95.13645877282242,3168.0440771349863,834439.3063477043
24,99.27282654555383,3305.785123966942,824112.8623931133
25,103.40919431828523,3443.526170798898,822760.6927352784
26,107.54556209101665,3581.2672176308542,976863.0384838671
27,111.68192986374805,3719.0082644628096,867107.5549478136
28,115.81829763647946,3856.7493112947654,861591.9022004944
29,119.95466540921088,3994.4903581267217,819413.0906502365
30,124.09103318194228,4132.231404958678,914408.4618953665
31,128.2274009546737,4269.972451790633,1016904.3182500835
32,132.3637687274051,4407.713498622589,1120859.6997303742
33,136.5001365001365,4545.454545454545,801959.5580919958
34,140.6365042728679,4683.195592286501,904317.0460036654
35,144.77287204559934,4820.936639118458,830896.2805979981
36,148.90923981833075,4958.677685950413,908759.3243000944
37,153.04560759106215,5096.418732782369,821375.6951251624
38,157.18197536379355,5234.159779614325,921237.3208733635
39,161.31834313652496,5371.900826446281,881301.1258851266
40,165.4547109092564,5509.641873278238,800779.4994176197
41,169.5910786819878,5647.3829201101935,961308.5338133028
42,173.7274464547192,5785.123966942149,998461.5454017916
43,177.8638142274506,5922.865013774104,886152.5916562767
44,182.000182000182,6060.60606060606,825509.3899825534
45,186.1365497729134,6198.347107438016,718473.218275685
46,190.27291754564484,6336.088154269973,873156.123390696
47,194.40928531837625,6473.829201101928,772885.5362859085
48,198.54565309110765,6611.570247933884,897094.4409551118
49,202.68202086383906,6749.31129476584,965190.0838284218
50,206.81838863657046,6887.052341597796,929161.3419614627
51,210.9547564093019,7024.793388429753,1041522.4346114756
52,215.0911241820333,7162.5344352617085,1381077.3592631877
53,219.2274919547647,7300.275482093664,1033100.4797893198
54,223.3638597274961,7438.016528925619,935475.9439399679
55,227.5002275002275,7575.757575757575,889327.1491231064
56,231.6365952729589,7713.498622589531,937027.0688930944
57,235.77296304569035,7851.239669421488,1110070.995272821
58,239.90933081842175,7988.9807162534435,1012591.6987764592
59,244.04569859115315,8126.721763085399,782745.7260663955
60,248.18206636388456,8264.462809917355,854485.0714986554
61,252.31843413661596,8402.203856749311,1113249.956416427
62,256.4548019093474,8539.944903581267,1131927.473314667
63,260.59116968207877,8677.685950413223,814424.9590270176
64,264.7275374548102,8815.426997245178,973350.7132371662
65,268.86390522754164,8953.168044077136,871764.1186439405
66,273.000273000273,9090.90909090909,1176073.8336527916
67,277.13664077300444,9228.650137741048,1010213.3014503146
68,281.2730085457358,9366.391184573002,835762.9342438892
69,285.40937631846725,9504.13223140496,850484.7541202854
70,289.5457440911987,9641.873278236915,786016.4848654894
71,293.68211186393006,9779.614325068871,809273.532252203
72,297.8184796366615,9917.355371900827,840693.8069328788
73,301.95484740939287,10055.09641873278,947462.9809408177
74,306.0912151821243,10192.837465564739,946919.5497508745
75,310.22758295485573,10330.578512396694,989060.3614880189
76,314.3639507275871,10468.31955922865,964657.7254932522
77,318.50031850031854,10606.060606060606,876378.0345396685
78,322.6366862730499,10743.801652892562,1197074.1436208487
79,326.77305404578135,10881.542699724518,862367.9724683691
80,330.9094218185128,11019.283746556475,1273150.781073618
81,335.04578959124416,11157.02479338843,942481.0271348731
82,339.1821573639756,11294.765840220387,921362.738928425
83,343.31852513670697,11432.506887052341,1285628.7321575116
84,347.4548929094384,11570.247933884299,1258301.0310739828
85,351.5912606821698,11707.988980716253,1149021.853180766
86,355.7276284549012,11845.730027548208,899917.7800651782
87,359.86399622763264,11983.471074380166,1078923.4302342285
88,364.000364000364,12121.21212121212,1165032.1420463026
89,368.13673177309545,12258.953168044078,1115277.8858857546
90,372.2730995458268,12396.694214876032,1024985.7338129211
91,376.40946731855826,12534.43526170799,1124092.0076173197
92,380.5458350912897,12672.176308539945,1140066.6812509715
93,384.68220286402106,12809.917355371901,1027821.6304036289
94,388.8185706367525,12947.658402203857,815294.8906780684
95,392.9549384094839,13085.399449035813,1012208.4746405244
96,397.0913061822153,13223.140495867769,1140899.6744379185
97,401.22767395494674,13360.881542699724,1170411.1747155855
98,405.3640417276781,13498.62258953168,1211985.0373723933
99,409.50040950040955,13636.363636363636,1282937.3677672108
100,413.6367772731409,13774.104683195592,1094995.0732747896
101,417.77314504587235,13911.845730027548,1153473.7637624205
102,421.9095128186038,14049.586776859505,862426.7233174876
103,426.04588059133516,14187.32782369146,1174229.8640038702
104,430.1822483640666,14325.068870523417,1044916.2788200733
105,434.31861613679797,14462.809917355371,1087794.984011236
106,438.4549839095294,14600.550964187329,960028.3303942386
107,442.59135168226084,14738.292011019284,993661.4698686978
108,446.7277194549922,14876.033057851238,838581.9353153693
109,450.86408722772364,15013.774104683196,1194078.877194219
110,455.000455000455,15151.51515151515,1039762.1061555295
111,459.13682277318645,15289.256198347108,1040845.4031232167
112,463.2731905459178,15426.997245179062,1085948.269226384
113,467.40955831864926,15564.73829201102,996870.5255034402
114,471.5459260913807,15702.479338842975,996915.2024079094
115,475.68229386411207,15840.220385674931,1061654.2595040738
116,479.8186616368435,15977.961432506887,1037029.8831573672
117,483.9550294095749,16115.702479338843,849520.0961329467
118,488.0913971823063,16253.443526170799,872847.6975160815
119,492.22776495503774,16391.184573002756,762837.4025803782
120,496.3641327277691,16528.92561983471,1043252.7039092177
121,500.50050050050055,16666.666666666668,1201987.3967496569
122,504.6368682732319,16804.407713498622,1145454.8025512511
123,508.77323604596336,16942.14876033058,999202.6493185987
124,512.9096038186948,17079.889807162534,1249426.6255948693
125,517.0459715914262,17217.63085399449,1112416.8825629724
126,521.1823393641575,17355.371900826445,831197.0798290621
127,525.318707136889,17493.112947658403,1138385.406395197
128,529.4550749096204,17630.853994490357,1090966.40149005
129,533.5914426823518,17768.595041322315,910305.0907078808
130,537.7278104550833,17906.336088154272,1067428.7684116499
131,541.8641782278146,18044.077134986226,1104942.0218108976
132,546.000546000546,18181.81818181818,1217598.0502453113
133,550.1369137732775,18319.559228650138,1016928.5054786705
134,554.2732815460089,18457.300275482095,971361.8362926729
135,558.4096493187403,18595.04132231405,912445.6693126224
136,562.5460170914716,18732.782369146003,1087751.7227770346
137,566.6823848642031,18870.52341597796,1260614.535593234
138,570.8187526369345,19008.26446280992,948027.532542704
139,574.9551204096659,19146.005509641873,1093533.1766658612
140,579.0914881823974,19283.74655647383,1072043.9424407766
141,583.2278559551287,19421.487603305784,1121624.2020027088
142,587.3642237278601,19559.228650137742,1100921.7137724867
143,591.5005915005916,19696.969696969696,1022751.9583753399
144,595.636959273323,19834.710743801654,951880.8112603654
