,msd,step
502,1.2217562165127243,502
503,1.2243540936599469,503
504,1.2269995856502962,504
505,1.2296497648474998,505
506,1.2323084278290288,506
507,1.2349177785096932,507
508,1.237472182538241,508
509,1.2399592084844004,509
510,1.2423485442159818,510
511,1.2446071454515786,511
512,1.2467950000610748,512
513,1.2488645358500154,513
514,1.2508507591921727,514
515,1.2527799989528114,515
516,1.254703263200012,516
517,1.2566374666152835,517
518,1.2586256022042726,518
519,1.2606619091128313,519
520,1.2627746840958929,520
521,1.2648834359065981,521
522,1.2670628643636652,522
523,1.269255749727645,523
524,1.2714370649220423,524
525,1.2736064079296965,525
526,1.2757566589264364,526
527,1.277850550290509,527
528,1.2798895032579511,528
529,1.281884130304057,529
530,1.2837854477941166,530
531,1.28562892144073,531
532,1.2874158257571675,532
533,1.2891300677055009,533
534,1.2908146511954608,534
535,1.2924267277926118,535
536,1.29399699189704,536
537,1.295582932538602,537
538,1.2972015824021441,538
539,1.2989107722787607,539
540,1.3007165237175213,540
541,1.3026456631054728,541
542,1.3047048026776127,542
543,1.3069069729165002,543
544,1.3092207442700496,544
545,1.311622085309512,545
546,1.3141022179710025,546
547,1.3166181304687359,547
548,1.319170759422802,548
549,1.3217085096399324,549
550,1.3242266276236812,550
551,1.326697713517341,551
552,1.3291002540132455,552
553,1.3314113094852604,553
554,1.3335990911088424,554
555,1.3356499405905966,555
556,1.3375754415248378,556
557,1.3393619646170698,557
558,1.3410025949232316,558
559,1.3425063922563385,559
560,1.343912094200446,560
561,1.3452085574835697,561
562,1.346466500822384,562
563,1.347723776497549,563
564,1.3489713234384935,564
565,1.3502879290692178,565
566,1.3516464002719302,566
567,1.3530697840363006,567
568,1.3545207312607976,568
569,1.3559907686846546,569
570,1.3574582469693215,570
571,1.358918139667533,571
572,1.3603543953511974,572
573,1.361742948907918,573
574,1.3630690322732355,574
575,1.3643077176728011,575
576,1.3655036035164332,576
577,1.3665691291073931,577
578,1.3675576090716097,578
579,1.368478973817926,579
580,1.3693266738925678,580
581,1.3701383772179918,581
582,1.3709105676322617,582
583,1.3717027117511673,583
584,1.3725572452433799,584
585,1.3734782709569473,585
586,1.3745418960126297,586
587,1.3757754176116896,587
588,1.3771704484587999,588
589,1.3787764718736328,589
590,1.3805271992732475,590
591,1.3824407795433398,591
592,1.3844581795682833,592
593,1.3865383747212412,593
594,1.3886549420849343,594
595,1.3907301658209137,595
596,1.3927766147762106,596
597,1.3947697846360014,597
598,1.3966642912132912,598
599,1.3984729533389038,599
600,1.4001500930353659,600
601,1.4017085950362391,601
602,1.4031536111879954,602
603,1.404477924825676,603
604,1.4056809793579672,604
605,1.406780734583234,605
606,1.4078538541524952,606
607,1.4088812873097578,607
608,1.4099175435023896,608
609,1.411014424419884,609
610,1.4121975619740224,610
611,1.413505266402966,611
612,1.4149195071603229,612
613,1.416497537796989,613
614,1.4181765537673972,614
615,1.4199349737144806,615
616,1.4217303010269253,616
617,1.4234869566394344,617
618,1.4251866395955552,618
619,1.4267787328106525,619
620,1.428234170278383,620
621,1.4295276024275472,621
622,1.4306342436239148,622
623,1.4315502559967002,623
624,1.4322910403863132,624
625,1.4328795996726615,625
626,1.4333629115333653,626
627,1.4337466626717272,627
628,1.4340628518924874,628
629,1.4343879534284403,629
630,1.4347584988841169,630
631,1.4352201921171723,631
632,1.4358152152194423,632
633,1.436571765362662,633
634,1.4375247822857846,634
635,1.4386726464804318,635
636,1.4399969296665465,636
637,1.4414796570031374,637
638,1.4431042055612235,638
639,1.4447978205310426,639
640,1.4465215097109356,640
641,1.4482260314039992,641
642,1.449855827177581,642
643,1.451420217542595,643
644,1.4528526063250145,644
645,1.4541868242229208,645
646,1.4553916393022062,646
647,1.4564981451505812,647
648,1.4575166110066387,648
649,1.4584565187653762,649
650,1.4593489613230521,650
651,1.4601981495902798,651
652,1.4610535348249387,652
653,1.4619178227797405,653
654,1.4628138162941917,654
655,1.463749974528654,655
656,1.4647700728729922,656
657,1.4659037360926737,657
658,1.467147691504772,658
659,1.4685316014442948,659
660,1.4700055069245554,660
661,1.4715955237522245,661
662,1.4732512117441887,662
663,1.474935401803017,663
664,1.4765889116323487,664
665,1.4782120020344713,665
666,1.4797375605432803,666
667,1.4811228423307075,667
668,1.4823737312696668,668
669,1.4834397435222164,669
670,1.4843469198625767,670
671,1.4851354002971666,671
672,1.4857814713597244,672
673,1.4863461716828814,673
674,1.4868256372611646,674
675,1.4872481991130684,675
676,1.4876821234887663,676
677,1.4881274148760868,677
678,1.4886255856692416,678
679,1.4892107839768773,679
680,1.4898545799233869,680
681,1.4905743756358274,681
682,1.4914210390527183,682
683,1.4923745125508026,683
684,1.4934266907087053,684
685,1.494577894495159,685
686,1.49582341245773,686
687,1.4971175896190068,687
688,1.4983861841875943,688
689,1.4996699310223938,689
690,1.5009010027278298,690
691,1.502069396974795,691
692,1.5031560325190856,692
693,1.5041881496000702,693
694,1.5051499535760895,694
695,1.5060661483828153,695
696,1.5069189556343774,696
697,1.5077944092217153,697
698,1.5086525778634219,698
699,1.5095275735949931,699
700,1.510436281374144,700
701,1.5113945807783395,701
702,1.5124295482894103,702
703,1.5135279244297286,703
704,1.514677984502024,704
705,1.5158932340559457,705
706,1.517193292244791,706
707,1.5186024444329473,707
708,1.5200915249233937,708
709,1.5216746153798937,709
710,1.5233266287822833,710
711,1.5250510277146478,711
712,1.5268228208053942,712
713,1.528583807872013,713
714,1.5303311382750673,714
715,1.5320269355676994,715
716,1.5336788160398844,716
717,1.535254436926106,717
718,1.5367568401418412,718
719,1.5381902181373102,719
720,1.5395304400997378,720
721,1.5408071953875637,721
722,1.5420168369415774,722
723,1.5431527042462143,723
724,1.5442201214379108,724
725,1.5452395992101764,725
726,1.5461969624695895,726
727,1.5471153804404958,727
728,1.5480393599273816,728
729,1.5489748188265569,729
730,1.5499439543568914,730
731,1.550969434383081,731
732,1.552091105764651,732
733,1.553336417032761,733
734,1.5546509896307008,734
735,1.5560566644931795,735
736,1.5575377251258078,736
737,1.559035984874953,737
738,1.5605542865318769,738
739,1.5620155811818461,739
740,1.5634427054061781,740
741,1.5647829080391746,741
742,1.566041475149046,742
743,1.5671880762337984,743
744,1.5682302510165205,744
745,1.5691611100431195,745
746,1.569979509663689,746
747,1.5706950393524108,747
748,1.5713368221537238,748
749,1.5719204296482643,749
750,1.5724380481935736,750
751,1.5729700359256855,751
752,1.5735265339285798,752
753,1.5741887820933718,753
754,1.574964774678122,754
755,1.5758836570339925,755
756,1.5770255099581696,756
757,1.5783182335877735,757
758,1.57981518120839,758
759,1.5815101410407562,759
760,1.5833757500838739,760
761,1.5853721013238333,761
762,1.5875240041275844,762
763,1.589742720728612,763
764,1.5920070313050707,764
765,1.5942979263377437,765
766,1.59652411464631,766
767,1.5986953675193551,767
768,1.600780577287261,768
769,1.6027235032647154,769
770,1.6045297206310047,770
771,1.606187475101037,771
772,1.6077118954032203,772
773,1.6091061328189222,773
774,1.6103934553973553,774
775,1.6116265797902447,775
776,1.6128437955968153,776
777,1.6140883011822678,777
778,1.615419186249187,778
779,1.6168767519720246,779
780,1.6184885343576392,780
781,1.6202350122934748,781
782,1.6221519960346675,782
783,1.6242058799414734,783
784,1.6263982278410023,784
785,1.6286564733197295,785
786,1.6309910974317,786
787,1.6333073478072742,787
788,1.6355890219797873,788
789,1.6377465727758143,789
790,1.6397609338676953,790
791,1.6415888774119747,791
792,1.6431943474272297,792
793,1.6445618072380848,793
794,1.6456814890557743,794
795,1.6465866935011964,795
796,1.647283544877021,796
797,1.6478213020869326,797
798,1.6482666261429688,798
799,1.6486177810761344,799
800,1.6490109266759936,800
801,1.6494584028856043,801
802,1.6500371254104644,802
803,1.650750471920645,803
804,1.6516610086084444,804
805,1.6527651850718663,805
806,1.6540601743122858,806
807,1.6555469724926555,807
808,1.6572188296618178,808
809,1.6590123290399528,809
810,1.6609147633708918,810
811,1.6628814669354242,811
812,1.664864338767656,812
813,1.6668359405719573,813
814,1.6687338508396445,814
815,1.6705012807069002,815
816,1.6721618416298147,816
817,1.6737215171964817,817
818,1.6752027818863775,818
819,1.676522484295453,819
820,1.677788587183308,820
821,1.6790698876271417,821
822,1.6803726641642949,822
823,1.681755732160698,823
824,1.6832585619710907,824
825,1.6849437988355929,825
826,1.6867928661008955,826
827,1.6887859520835253,827
828,1.6910033099675799,828
829,1.693401992512367,829
830,1.6959899654942394,830
831,1.698730792035797,831
832,1.7015900171265048,832
833,1.7045356946187096,833
834,1.7075393278276103,834
835,1.7105484152380799,835
836,1.7135083020871855,836
837,1.7163675442084612,837
838,1.7190666534227386,838
839,1.7215748714154173,839
840,1.7238852562914488,840
841,1.7259688236419413,841
842,1.727828920108569,842
843,1.7294858050136406,843
844,1.7309368519501251,844
845,1.7322741333888985,845
846,1.7335062821476555,846
847,1.734699810480902,847
848,1.7358661802918525,848
849,1.7371162755335599,849
850,1.7384484366921433,850
851,1.739918311754617,851
852,1.741515714899149,852
853,1.7433067296899178,853
854,1.7453163601948238,854
855,1.7475572026510973,855
856,1.7499700614707188,856
857,1.7525744548806508,857
858,1.7553022170486392,858
859,1.7581261168232125,859
860,1.7609540209257275,860
861,1.7637508627061025,861
862,1.7664731122302872,862
863,1.7691031291797905,863
864,1.7715483176481723,864
865,1.7738310112926907,865
866,1.7759059358499252,866
867,1.7778016720322565,867
868,1.779552856628597,868
869,1.781182522205827,869
870,1.7827801480990617,870
871,1.784370717633316,871
872,1.7860623435627585,872
873,1.787858964153664,873
874,1.789853118014167,874
875,1.7920552726783998,875
876,1.7945242336419598,876
877,1.7973008602498182,877
878,1.8003668674091944,878
879,1.8037464271594037,879
880,1.8073713871163382,880
881,1.811232389581081,881
882,1.8152557673149268,882
883,1.8193516663989995,883
884,1.8234251638779935,884
885,1.8274123963628897,885
886,1.8312336101429993,886
887,1.8348200721060222,887
888,1.8381134242943449,888
889,1.8411179353039746,889
890,1.84379101900144,890
891,1.8462064323533116,891
892,1.8484138975751634,892
893,1.8504526979554536,893
894,1.8523852388699598,894
895,1.854276542027405,895
896,1.8561872870893825,896
897,1.8581473624601612,897
898,1.8602121895475296,898
899,1.8624101573986414,899
900,1.864828533818276,900
901,1.8674698380938421,901
902,1.8703389020191221,902
903,1.87346538983529,903
904,1.8768091483772318,904
905,1.8803155647405905,905
906,1.8838898771186559,906
907,1.8874543721077255,907
908,1.8909383555921824,908
909,1.8942583403551485,909
910,1.8973692320797302,910
911,1.9002140405922303,911
912,1.9027508056677942,912
913,1.9050332854034808,913
914,1.9070703313519448,914
915,1.908964943269252,915
916,1.9107460868849517,916
917,1.9124944485315776,917
918,1.9142893126308809,918
919,1.91619735922102,919
920,1.918317651223303,920
921,1.920624226920489,921
922,1.923232157678552,922
923,1.92612671063243,923
924,1.9293393825646514,924
925,1.9328911961199948,925
926,1.9367488668589579,926
927,1.9408638014715105,927
928,1.9451852907592242,928
929,1.9495127818764582,929
930,1.9538156227291041,930
931,1.9579369462239928,931
932,1.9617629393894984,932
933,1.965234010939439,933
934,1.9683075675224844,934
935,1.9709527471377046,935
936,1.9732065710791318,936
937,1.9750820516725633,937
938,1.9766545292547752,938
939,1.977994468194599,939
940,1.9791622031326273,940
941,1.9802669015735708,941
942,1.9814005236844292,942
943,1.9826691630462174,943
944,1.9841084253557817,944
945,1.9858611171048988,945
946,1.9879313051026424,946
947,1.9904142502168851,947
948,1.9932951042884741,948
949,1.9966039136097053,949
950,2.0002319022590993,950
951,2.00416638357079,951
952,2.008275681442757,952
953,2.012456027478306,953
954,2.0165771982923433,954
955,2.0206211457617553,955
956,2.0244182574299394,956
957,2.027975968956978,957
958,2.031244370826639,958
959,2.034232607742457,959
960,2.037023285811285,960
961,2.039599611100054,961
962,2.0420854794292795,962
963,2.0445431054665058,963
964,2.0470506339712045,964
965,2.0496883833602064,965
966,2.0525366617979155,966
967,2.0556736508886093,967
968,2.059078232222733,968
969,2.0627745195356746,969
970,2.0668046813800913,970
971,2.0711029084723993,971
972,2.0756367273836074,972
973,2.0803442855649585,973
974,2.0851753919332,974
975,2.090051020391205,975
976,2.094857112392246,976
977,2.099486540076015,977
978,2.1038622420701873,978
979,2.1079553330893437,979
980,2.111697147651554,980
981,2.1150537418837194,981
982,2.1180241402337248,982
983,2.120659753533574,983
984,2.1230458182126153,984
985,2.12518120829691,985
986,2.1271704806393057,986
987,2.129059171492215,987
988,2.1309451334433707,988
989,2.1329009234663965,989
990,2.1349915285351977,990
991,2.1372558973125924,991
992,2.139676968343215,992
993,2.1423056653523798,993
994,2.145152000030871,994
995,2.148219561936271,995
996,2.1515285362118948,996
997,2.1550065183768172,997
998,2.158664403527785,998
999,2.162440950420941,999
1000,2.166207425097893,1000
1001,2.169947659034111,1001
1002,2.1735671596572157,1002
1003,2.1769702341731536,1003
1004,2.180209061620346,1004
1005,2.18326469256477,1005
1006,2.18611244626205,1006
1007,2.188779760005105,1007
1008,2.19130848885424,1008
1009,2.1937249531898044,1009
1010,2.1961346778556794,1010
1011,2.198548059880009,1011
1012,2.2010210284937135,1012
1013,2.2035973082225495,1013
1014,2.2063008180543155,1014
1015,2.209136641351502,1015
1016,2.212208957877047,1016
1017,2.2154560157174474,1017
1018,2.2189335602533826,1018
1019,2.222643276550969,1019
1020,2.226531017040574,1020
1021,2.230668980329805,1021
1022,2.234840963043234,1022
1023,2.239008595646379,1023
1024,2.243083252980364,1024
1025,2.2469985832741863,1025
1026,2.250744227957079,1026
1027,2.2542385037435064,1027
1028,2.2574391912658047,1028
1029,2.2603534233656166,1029
1030,2.2629961922389734,1030
1031,2.265406194554554,1031
1032,2.2675845147211757,1032
1033,2.2695592493990193,1033
1034,2.2714485753225255,1034
1035,2.273305176398293,1035
1036,2.2751737758590567,1036
1037,2.2771608574375737,1037
1038,2.279249575756472,1038
1039,2.2815706186811875,1039
1040,2.2841272104553365,1040
1041,2.286978511001719,1041
1042,2.2901027623202324,1042
1043,2.2935166521987203,1043
1044,2.297195472705208,1044
1045,2.3010755733127826,1045
1046,2.3050596277029363,1046
1047,2.3091460185474335,1047
1048,2.313207364639849,1048
1049,2.317178869449568,1049
1050,2.3209577238036467,1050
1051,2.324478825566348,1051
1052,2.3277490387380024,1052
1053,2.330817838872363,1053
1054,2.3335851303412065,1054
1055,2.3361210283459206,1055
1056,2.338487476878351,1056
1057,2.3407295231966523,1057
1058,2.3428970345251545,1058
1059,2.345046033983383,1059
1060,2.347295063064739,1060
1061,2.3496302789590584,1061
1062,2.3521044927678663,1062
1063,2.3547520411523424,1063
1064,2.3576366164887377,1064
1065,2.360679994758197,1065
1066,2.3639761705484075,1066
1067,2.3674345127404584,1067
1068,2.371045287195971,1068
1069,2.3747440037555503,1069
1070,2.3785141285845888,1070
1071,2.382191973100686,1071
1072,2.385739813171268,1072
1073,2.389051896911583,1073
1074,2.392142328049225,1074
1075,2.394916828817321,1075
1076,2.3973598994386127,1076
1077,2.3995472955498403,1077
