# File created on: 2025-03-10 22:57:54

        # File generated by CPextract.py cpmd distanceft version 0.2.0.

        # Parameters: filename=mol_wan_small.xyz, molfilename=PG.mol

        # Parameters: index=[0, 5]

        # Parameters: initial_step=1, timestep=2.5

        # Data below:

        thz,freq_kayser,roo,roo_normalized
0.0,0.0,246144.59147414565,24.985839935555635
0.04,1.3319999999999999,0.3882099167419689,3.940671937180895e-05
0.08,2.6639999999999997,0.23850976089745124,2.4210837512866164e-05
0.12,3.9959999999999996,0.15764433356895147,1.600228573665365e-05
0.16,5.327999999999999,0.10796441435951265,1.0959337191880301e-05
0.2,6.66,0.08145635463067402,8.268536092330327e-06
0.24,7.991999999999999,0.06554458775663019,6.653351871439188e-06
0.28,9.324,0.06382786439539934,6.479089358253525e-06
0.32,10.655999999999999,0.043133012947255134,4.378380004143076e-06
0.36,11.987999999999998,0.05587297812811032,5.67159846930214e-06
0.4,13.32,0.05084778425614722,5.161497113923819e-06
0.44,14.652,0.04874899370863606,4.948451422510042e-06
0.48,15.983999999999998,0.04809035399275796,4.881593701129401e-06
0.52,17.316,0.031814146950528976,3.2294155993090623e-06
0.56,18.648,0.029882442077483473,3.0333305727334634e-06
0.6,19.979999999999997,0.03375734912216266,3.4266677027661605e-06
0.64,21.311999999999998,0.029546404994607034,2.9992198546596776e-06
0.68,22.644,0.023660611467812842,2.401760068631204e-06
0.72,23.975999999999996,0.026074175306117775,2.646758016288594e-06
0.76,25.308,0.024661284463564637,2.503337174794487e-06
0.8,26.64,0.03311471132262933,3.3614343165702095e-06
0.84,27.971999999999998,0.027349944982607566,2.7762598539706853e-06
0.88,29.304,0.02258858795642915,2.292940257876196e-06
0.92,30.636,0.02082515416061137,2.113936224940212e-06
0.96,31.967999999999996,0.028017843578956314,2.8440574331155633e-06
1.0,33.3,0.024569232023469167,2.493993042875406e-06
1.04,34.632,0.017207414713221736,1.7467038668385412e-06
1.08,35.964,0.01922164374194013,1.9511658206994846e-06
1.12,37.296,0.021555004824622137,2.1880224835844426e-06
1.16,38.62799999999999,0.018868800792534723,1.9153491594296437e-06
1.2,39.959999999999994,0.025141322012614542,2.552065206118617e-06
1.24,41.291999999999994,0.01741578517981124,1.767855301019248e-06
1.28,42.623999999999995,0.017172410023885698,1.7431505831384768e-06
1.32,43.955999999999996,0.019399849374671096,1.9692552590591245e-06
1.36,45.288,0.015133832650826573,1.5362170582763191e-06
1.4000000000000001,46.62,0.014693072299093446,1.491476007772677e-06
1.44,47.95199999999999,0.02396758805662258,2.432920891081242e-06
1.48,49.28399999999999,0.019652487238919214,1.994900223264755e-06
1.52,50.616,0.017423013473452653,1.768589036369068e-06
1.56,51.948,0.019280496616047582,1.957139904807486e-06
1.6,53.28,0.016253412282485336,1.6498642333135672e-06
1.6400000000000001,54.612,0.019157707656194956,1.944675745922836e-06
1.68,55.943999999999996,0.018277969153532303,1.8553745539647614e-06
1.72,57.275999999999996,0.011337360954841169,1.150841805675157e-06
1.76,58.608,0.014851973678187136,1.5076058946810026e-06
1.8,59.94,0.016015747316150408,1.6257391498755366e-06
1.84,61.272,0.015559513100202316,1.57942736612058e-06
1.8800000000000001,62.604,0.01435630864713433,1.4572915365496014e-06
1.92,63.93599999999999,0.015275314730661682,1.5505787331737375e-06
1.96,65.26799999999999,0.011179174093955968,1.1347844486464499e-06
2.0,66.6,0.014282125888975816,1.449761334442677e-06
2.04,67.932,0.014967837504614723,1.5193670916429304e-06
2.08,69.264,0.017289810755011237,1.7550677894384495e-06
2.12,70.596,0.01413669741339163,1.4349990656832595e-06
2.16,71.928,0.013308935183509174,1.3509739223450439e-06
