,snapshots,Mx,My,Mz,eps_x,eps_y,eps_z
78,78.0,11.953738949889711,1.4966790118477966,20.83534729651281,1.824571005623243,1.7160517252876302,3.0298791232276208
79,79.0,12.76115789049179,1.3982132873841286,21.17013075968929,1.8306791455146534,1.7223995236562588,3.0045076984861696
80,80.0,13.09594135366825,1.3588269975986602,21.18982390458202,1.8419131885412905,1.728818938728345,2.979767640119798
81,81.0,13.489804251522951,1.3391338527059526,21.071665035225617,1.8599654546372466,1.7350100931813062,2.9556464552107995
82,82.0,13.765508280021223,1.2406681282422636,21.189823904582024,1.8828015891212293,1.742190582945605,2.932091366028464
83,83.0,13.982132873841302,1.280054418027717,21.209517049474773,1.9092298655327586,1.7482294939458738,2.909104621613159
84,84.0,14.218450612554102,1.1618955486713225,21.623073092222178,1.9398092164417176,1.755553466655162,2.88747774354042
85,85.0,14.730472379765194,1.2012818384567825,21.623073092222185,1.982043790700845,1.7617479552571045,2.866334665232052
86,86.0,15.222801002083557,1.2603612731349756,21.938163410505894,2.0363855356656884,1.7666180049530253,2.847073733954345
87,87.0,15.990833652900204,1.08312296910039,22.115401714540525,2.1132426846327794,1.7736142773184271,2.8292883352299643
88,88.0,16.463469130325844,1.161895548671297,21.898777120720464,2.2036363564869674,1.7789724782070575,2.810564206310649
89,89.0,17.073956622000583,1.2209749833495305,22.11540171454053,2.313826217468658,1.7831009987738629,2.7934570092114575
90,90.0,17.2511949260352,1.2603612731349882,21.820004541149526,2.426221050412911,1.7863513412334227,2.775087883634095
91,91.0,17.48751266474799,1.4375995771695842,21.445834788187582,2.5433170652232717,1.7871636061448684,2.7559928456067073
92,92.0,17.58597838921165,1.6148378812042015,21.34736906372391,2.6592098772526027,1.78590332467603,2.7371778916796785
93,93.0,17.704137258568053,1.7920761852388276,21.44583478818758,2.7747912815856113,1.7829106563445414,2.7188858475293385
94,94.0,17.999534431959074,2.0087007790589,21.42614164329484,2.897666795267962,1.7782267280935313,2.7009456220553547
95,95.0,18.373704184921028,2.0874733586298304,21.327675918831183,3.031389964774767,1.7730578489327087,2.683270354179737
96,96.0,18.649408213419303,2.126859648415314,21.20951704947478,3.171584504285911,1.7677012164460009,2.6659171301935616
97,97.0,19.122043690844954,2.5010294013772496,21.07166503522565,3.3275540045138836,1.7607161393164672,2.6489833928234656
98,98.0,19.37805457445049,2.7570402849827973,21.150437614796576,3.4890188400527635,1.753235312225568,2.6323394122484807
99,99.0,19.535599733592367,3.0524374583738054,21.012585600547432,3.65115905429735,1.7457093774106545,2.6161415737644322
100,100.0,19.456827154021436,3.229675762408388,20.91411987608377,3.802693670441181,1.7384796518424313,2.600413608813602
101,101.0,19.299281994879564,3.2690620521938545,20.953506165869232,3.940609265665815,1.7314469232450254,2.584922211128489
102,102.0,19.24020256020134,3.505379790906688,21.209517049474773,4.0700590517209445,1.7250882268606254,2.569534682483128
103,103.0,19.3977477193432,3.66292495004857,21.54430051265124,4.200877693326744,1.7193785235907408,2.5547917388593975
104,104.0,19.614372313163287,3.8795495438686456,21.820004541149512,4.3356855163850705,1.7147254684932465,2.54110690429468
105,105.0,19.890076341661562,3.9977084132250376,22.17448114921872,4.477133401487311,1.7107560064815572,2.5293091818547033
106,106.0,20.106700935481644,4.273412441723329,22.391105743038793,4.622511421234897,1.708586566287537,2.5190327926348752
107,107.0,20.42179125376541,4.115867282581449,22.253253728789673,4.77637798634602,1.7053253071675747,2.5079979251892737
108,108.0,20.244552949730778,4.529423325328881,22.07601542475508,4.915968581656818,1.7050773674506,2.4961666266150084
109,109.0,20.008235211017954,4.686968484470754,21.97754970029138,5.039627561731004,1.7061050298838674,2.484076793221322
110,110.0,19.890076341661562,4.6081959048997945,21.82000454114953,5.153297685655919,1.7062848809770466,2.471604370001258
111,111.0,19.51590658869963,4.470343890650658,21.563993657544003,5.247505413047854,1.7052323053743326,2.458720386141255
112,112.0,19.476520298914156,4.352185021294259,21.563993657543993,5.336259596879664,1.7032525881696854,2.4460599580802302
113,113.0,19.35836142955775,4.312798731508785,21.130744469903846,5.416939702311594,1.7009709735508078,2.433427361275876
114,114.0,19.476520298914146,4.017401558117805,20.874733586298294,5.498415402778338,1.696997944957305,2.4213842343701604
115,115.0,19.476520298914146,3.9780152683323284,20.06731464569616,5.576437205131221,1.6928746282481626,2.4130188927803777
116,116.0,19.41744086423594,3.9583221234395904,19.496213443806848,5.6490859221806,1.6887032582438293,2.409258891521252
117,117.0,19.102350545952195,3.5841523704776317,18.669101358312023,5.708139216153884,1.6833493783533469,2.414949332774354
118,118.0,18.688794503204775,3.5250729357994235,17.585978389211665,5.75182238459713,1.677954761121103,2.4379783706055416
119,119.0,18.255545315564635,3.387220921550296,16.9164114628587,5.781239724139669,1.6724339650730913,2.473891331788341
120,120.0,17.841989272817216,3.2690620521938714,16.325617116076653,5.798530274241636,1.6669034653877457,2.5223724668396468
121,121.0,17.585978389211668,2.9145854441246626,15.79390220397284,5.8086551105623565,1.6616036716067475,2.5829558891132036
122,122.0,17.526898954533472,2.77673342987552,15.636357044830982,5.816512277363323,1.6566141015391378,2.645699517038044
123,123.0,17.38904694028433,2.540415691162716,15.498505030581835,5.820563420183638,1.6523054574216043,2.7100469578273243
124,124.0,17.310274360713365,2.5207225462699743,15.439425595903604,5.822265225367263,1.6481124697252845,2.773775449200091
125,125.0,17.073956622000566,2.284404807557177,15.006176408263448,5.818756927634943,1.6448579568244008,2.847662055410845
126,126.0,16.877025173073232,2.225325372878962,14.750165524657932,5.811240359174822,1.6418867866893212,2.9266525869987547
127,127.0,16.32561711607668,2.0874733586298375,14.691086089979718,5.794680826476194,1.639597054398183,3.0047404058098137
128,128.0,15.990833652900218,1.9299281994879658,14.651699800194239,5.7735827895614715,1.6381655718930592,3.0813635863387203
129,129.0,15.537891320367324,1.654224170989687,14.828938104228856,5.7474698157818,1.6384813465076955,3.1502368137336667
130,130.0,15.380346161225441,1.516372156740551,15.065255842941669,5.720080208416463,1.6397257616852987,3.210226327640606
131,131.0,15.380346161225448,1.4966790118478175,15.321266726547215,5.692972510706934,1.6410091662896824,3.261473610770149
132,132.0,15.400039306118183,1.5557584465260215,15.596970755045502,5.666320687658687,1.6417445323517617,3.3041912949611145
133,133.0,15.400039306118169,1.3785201424914084,15.616663899938224,5.639938753699715,1.6437283971365197,3.3449257291971866
134,134.0,15.281880436761767,1.5754515914187308,15.518198175474575,5.612818040395989,1.644124103267952,3.3864937882087878
135,135.0,15.14402842251262,1.5754515914187375,15.281880436761776,5.584916075927638,1.6444386064626677,3.4321864163785287
136,136.0,15.00617640826349,1.4572927220623408,15.084948987834435,5.556362863168241,1.645504794414736,3.4810869937782316
137,137.0,14.907710683799834,1.496679011847805,14.98648326337075,5.527521937778224,1.6461929947364582,3.5307472199754937
138,138.0,14.986483263370753,1.4572927220623322,14.592620365516067,5.499530370730057,1.647070177850229,3.5887366216533927
139,139.0,15.20310785719083,1.3391338527059207,14.750165524657934,5.473356995880581,1.64871318894733,3.640786936778895
140,140.0,15.656050189723713,1.2997475629204525,14.671392945086998,5.4512058988241945,1.6505400231201608,3.693078247605513
141,141.0,15.91206107332926,1.2603612731349882,14.45476835126691,5.431716084511098,1.652549325399403,3.749130849564839
142,142.0,16.46346913032582,1.398213287384137,14.474461496159647,5.418588905857401,1.653440272149699,3.802856910227742
143,143.0,16.798252593502298,1.2997475629204738,14.119984888090432,5.4097903243266465,1.6549388212533918,3.8639792155491404
144,144.0,17.034570332215107,1.1028161139931276,13.903360294270342,5.40416409926914,1.6578317015044184,3.9289368021878976
145,145.0,17.25119492603519,0.630180636567507,13.804894569806672,5.4015188189635035,1.6648126072763365,3.994511295999554
146,146.0,17.487512664748007,0.21662459382008145,13.863974004484893,5.402254632662825,1.6759775026196229,4.056457641420685
147,147.0,18.098000156422767,-0.11815886935640514,14.139678032983179,5.413142655324424,1.6908547875323436,4.109390246001174
148,148.0,18.649408213419342,-0.571101201889284,14.553234075730588,5.4341188423925795,1.7114651457549104,4.150768113502672
149,149.0,19.24020256020134,-0.984657244636701,15.065255842941689,5.466953873867362,1.73779665871027,4.179715504215338
150,150.0,19.673451747841494,-1.2603612731349776,15.53789132036731,5.508726507210639,1.7679309773584035,4.198523025345326
151,151.0,19.771917472305184,-1.673917315882435,15.872674783543788,5.551411320976009,1.8045527400085246,4.21076078537595
152,152.0,20.18547351505258,-1.8314624750242872,16.20745824672027,5.602961226313996,1.8430998669906564,4.217142036243327
153,153.0,20.323325529301744,-2.1465527933080386,16.384696550754892,5.656357338857959,1.8867002896540384,4.2205217420018535
154,154.0,20.55964326801456,-2.2647116626644417,16.680093724145905,5.714208761943848,1.9314779841326875,4.219609602448099
155,155.0,20.756574716941913,-2.520722546269981,17.172422346464252,5.77548159605421,1.9802991755853696,4.212761632449902
156,156.0,21.09135818011838,-2.4616431115917816,17.743523548353547,5.844039716375358,2.026583056895709,4.200523145933097
157,157.0,21.189823904582028,-2.481336256484506,17.999534431959063,5.913248661381982,2.072020970084126,4.186410393533613
158,158.0,21.859390830934977,-2.3040979524499035,18.41309047470649,5.999916475434409,2.1127334705612313,4.169875504806857
159,159.0,22.095708569647798,-2.0480870688443558,18.432783619599245,6.0912849978856265,2.1475668010111173,4.153401867158394
160,160.0,22.253253728789662,-1.7723830403460539,18.491863054277424,6.184895935633005,2.1766536082300396,4.136798893484325
161,161.0,22.450185177717017,-1.398213287384105,18.37370418492102,6.281989138240764,2.198978714414221,4.120956321459917
162,162.0,22.528957757287944,-1.1422024037785725,18.29493160535008,6.3787982087721184,2.216953860298002,4.105685029859292
163,163.0,22.607730336858896,-0.8468052303875521,18.334317895135555,6.475335691648336,2.230481081713557,4.090342685373751
164,164.0,22.68650291642983,-0.571101201889284,18.216159025779152,6.571613795096021,2.2402765873182098,4.075784193165136
165,165.0,23.060672669391778,-0.23631773871281456,18.334317895135552,6.677090588439477,2.246158056393182,4.060717825722884
166,166.0,23.631773871281077,2.559662386793309e-14,18.314624750242807,6.798628190744567,2.249561206219635,4.045891326972972
167,167.0,23.730239595744752,0.33478346317648233,18.57063563384835,6.920235202869413,2.25000592073747,4.030020843762875
168,168.0,24.065023058921245,0.472635477425627,18.53124934406291,7.050115895987249,2.2493389808581856,4.014474999783858
169,169.0,24.12410249359944,0.945270954851239,18.413090474706497,7.178597141996647,2.245702326372683,3.9996032097412777
170,170.0,24.30134079763404,1.1618955486713225,18.629715068526572,7.30984515066824,2.241026786550806,3.983971339544987
171,171.0,24.04532991402849,1.3588269975986624,18.70848764809751,7.428850440841713,2.2355917471885487,3.9682179897703995
172,172.0,23.59238758149562,1.516372156740538,18.92511224191758,7.5299183985330025,2.229681062155273,3.95198086935793
173,173.0,23.749932740637473,1.6936104607751428,19.299281994879546,7.6332403640336475,2.223355665813239,3.9352149624765884
174,174.0,23.277297263211835,1.6739173158823943,19.653758602948752,7.719235331467041,2.217140033289866,3.918443435768689
175,175.0,23.29699040810458,1.8117693301315436,20.08700779058891,7.803436411594751,2.2106978898965073,3.9022383720600864
176,176.0,23.454535567246467,2.1465527933080364,20.382404963979926,7.889974532246003,2.20391291325139,3.886848753331736
177,177.0,23.45453556724645,2.3040979524498906,20.75657471694189,7.974143982953919,2.197149879032366,3.872861990196627
178,178.0,23.10005895917723,2.6782677054118547,20.57933641290728,8.045872527807376,2.1906871824700476,3.8583643321542023
179,179.0,23.080365814284512,3.0327443134810803,20.71718842715641,8.115037077312518,2.1849568097704672,3.844495405742836
180,180.0,22.588037191966162,3.2493689073011494,20.8156541516201,8.169238535753326,2.1798961235900665,3.8311406148324445
181,181.0,22.19417429411147,3.4266072113357557,21.209517049474773,8.212134102762821,2.1754942745303545,3.8197584656700516
182,182.0,22.11540171454053,3.7220043847267696,21.2882896290457,8.251813962874035,2.172379860588199,3.8088856886257183
183,183.0,22.095708569647805,3.9583221234395882,21.642766237114913,8.289752725676717,2.170477440774304,3.800261284324511
184,184.0,22.036629134969605,4.214333007045151,21.87908397582772,8.325107925364424,2.1700633237473683,3.793333742041995
185,185.0,22.01693599007686,4.588502760007087,22.25325372878969,8.358843606787865,2.1721820877610054,3.7894041672421532
186,186.0,22.27294687368241,5.04144509253997,22.233560583896946,8.397199604833894,2.1779245987403844,3.7852301256269776
187,187.0,21.997242845184125,5.0808313823254405,22.430492032824294,8.42819889609856,2.1838327956407793,3.7827130510872333
188,188.0,21.74123196157859,5.297455976145501,22.272946873682404,8.45272811383284,2.1915688149785577,3.778716641153515
189,189.0,21.642766237114913,5.415614845501906,22.430492032824276,8.474332915325377,2.2002318705525443,3.7760122671790795
190,190.0,21.445834788187568,5.120217672110911,22.666809771537096,8.491220086750953,2.2058781698446643,3.7753879469237224
191,191.0,21.34736906372391,4.923286223183582,22.883434365357157,8.505489752220186,2.2096734538002876,3.776761047636669
192,192.0,21.170130759689275,4.746047919148963,23.2379109734264,8.515826802645545,2.2119477324570065,3.781745496889379
193,193.0,21.17013075968929,4.411264455972482,23.671160161066535,8.525552421023585,2.211814197718363,3.7916181305819823
194,194.0,20.973199310761963,4.174946717259665,23.78931903042294,8.531281151437659,2.210233267816539,3.8026347265763767
195,195.0,20.795961006727335,3.95832212343958,24.065023058921216,8.533577057602898,2.2075214514151362,3.8169032461697623
196,196.0,20.756574716941877,3.8007769642976887,24.005943624243002,8.534808698580925,2.2041046865527987,3.829949754480551
197,197.0,20.441484398658137,3.7810838194049605,23.927171044672086,8.530823135359867,2.200614413262594,3.84156609951879
198,198.0,19.98854206612525,3.5841523704776375,24.045329914028493,8.520246543750794,2.1964016153911268,3.854334032388881
199,199.0,19.830996906983362,3.2887551970866196,23.868091609993893,8.507489847452293,2.1913558317982718,3.8644536229768094
200,200.0,19.732531182519697,3.2493689073011383,23.966557334457534,8.493407053594478,2.18625851647323,3.8754574002841853
201,201.0,19.594679168270538,3.0524374583737965,24.202875073170354,8.477612196380221,2.1808185457914537,3.8891413750412394
202,202.0,19.653758602948738,3.1312100379447227,24.340727087419506,8.462445354797097,2.175566008690562,3.9042516892460757
203,203.0,19.79161061719786,3.0524374583737983,23.98625047935029,8.448831849197678,2.170222780746702,3.9143749919344026
204,204.0,19.830996906983362,2.9539717339101395,23.671160161066545,8.435596146969115,2.1647852997405588,3.9204804391627706
205,205.0,19.850690051876114,3.0918237481592645,23.4742287121392,8.422499260567893,2.1596037392454632,3.924205353823839
206,206.0,19.988542066125245,2.9342785890173895,23.119752104069978,8.41095969008775,2.1542397274769396,3.9242324373661734
207,207.0,20.047621500803437,2.835812864553726,22.627423481751617,8.400017184557921,2.1488221374332817,3.9199564539982497
208,208.0,20.20516665994531,2.481336256484523,22.410798887931527,8.39089441288646,2.143331150362549,3.914043833355231
209,209.0,20.57933641290726,2.2253253728789857,22.115401714540518,8.386496321702621,2.1380385685299386,3.9061985951933753
210,210.0,20.8353472965128,1.772383040346088,21.938163410505933,8.38540274065808,2.1335316490463425,3.8973594079568565
211,211.0,21.307982773938424,1.3785201424914022,21.721538816685857,8.391012556690198,2.130190303494303,3.887459829387428
212,212.0,21.60337994732942,0.7089532161384438,21.78061825136402,8.400868948107515,2.1298229925948946,3.87790075917485
213,213.0,21.83969768604222,0.4529423325329045,21.426141643294827,8.414111006919063,2.1308841539526675,3.866868093716639
214,214.0,22.213867439004183,-0.05907943467820151,21.091358180118377,8.433228233386664,2.1353693575144024,3.854826933194679
215,215.0,22.194174294111452,-0.4332491876401437,20.835347296512822,8.451328380999179,2.1427364828703643,3.8422814886080956
216,216.0,22.233560583896935,-0.6301806365675049,20.79596100672733,8.469466827420636,2.151654783159392,3.829770365222025
217,217.0,22.2729468736824,-0.8861915201730545,20.69749528226366,8.487644729853505,2.1627644505948833,3.8172021981871134
218,218.0,22.351719453253327,-1.0831229691003943,20.815654151620066,8.506551019617085,2.175583626846186,3.8049464369878616
219,219.0,22.23356058389696,-1.280054418027717,21.032278745440145,8.522773654479998,2.190175754816412,3.793266601495088
220,220.0,22.45018517771705,-1.280054418027732,21.288289629045686,8.542117045802057,2.204456230197145,3.782406220278205
221,221.0,22.450185177717035,-1.1422024037785874,21.406448498402114,8.560807409934359,2.217008720461547,3.7720214414317637
222,222.0,22.41079888793155,-1.4179064322768533,21.386755353509386,8.57818566149497,2.2321627622314297,3.761642846789014
223,223.0,22.253253728789648,-1.1028161139931063,21.426141643294827,8.592323610578209,2.2437603382752034,3.751474110988506
224,224.0,22.19417429411147,-0.5317149121038455,21.445834788187558,8.604952096814369,2.2499976763788174,3.7414453966420154
225,225.0,21.879083975827708,-0.41355604274743407,21.327675918831154,8.61215422656748,2.255142762868488,3.7310935160936736
226,226.0,21.68215252690037,0.019693144892748055,21.465527933080292,8.616035466642046,2.257089333348775,3.7212750566920034
227,227.0,21.524607367758488,0.2953971733910076,21.642766237114905,8.61733427819751,2.2572942593440253,3.7121842560069043
228,228.0,21.406448498402096,0.7286463610311704,21.918470265613198,8.616713218183126,2.2552868427529926,3.7043394938251004
229,229.0,21.44583478818755,0.7680326508166387,22.174481149218742,8.616341647220302,2.2530975127984942,3.6978119482954277
230,230.0,21.54430051265124,1.02404353442218,22.332026308360618,8.617014975212037,2.249912155201328,3.6921679789434307
231,231.0,21.60337994732944,1.4769858669550888,22.607730336858893,8.618193918163334,2.2454416780086017,3.6881967418100277
232,232.0,21.60337994732944,1.6739173158824265,22.588037191966162,8.619072055299533,2.2406175980410277,3.6840688560214794
233,233.0,21.603379947329426,2.0480870688443664,22.647116626644355,8.619656953924505,2.2353953702604183,3.6802896343366114
234,234.0,21.583686802436706,2.3828705320208576,23.00159323471357,8.61969499549949,2.230150104560516,3.678914245542595
235,235.0,21.26859648415296,2.658574560519119,23.375762987675504,8.615459669712546,2.2251199181282986,3.680381356073444
236,236.0,21.111051325011097,2.9539717339101283,23.67116016106655,8.609140842002962,2.220536945229451,3.684274294017248
237,237.0,21.051971890332908,3.1312100379447436,24.025636769135755,8.60197567813723,2.216340461174669,3.69134267212801
238,238.0,20.756574716941895,3.4069140664430333,24.360420232312254,8.591413805162802,2.2128808420365838,3.7016278232598054
239,239.0,20.736881572049146,3.899242688761417,24.596737971025036,8.580556931665047,2.2111910970654174,3.714226292266525
240,240.0,20.441484398658144,4.4506507457579545,24.99060086887974,8.566665797181011,2.2121910924911483,3.731109461998727
241,241.0,20.008235211017983,4.88389993339808,25.12845288312887,8.548862403400193,2.2157967981936495,3.749309068494257
242,242.0,19.77191747230516,5.376228555716457,25.50262263609082,8.529200482367266,2.2228967945387526,3.771909621617581
243,243.0,19.358361429557746,5.80947774335659,25.40415691162717,8.506666302977296,2.2334964254336658,3.7927621949624495
244,244.0,18.7675670827757,6.360885800353123,25.679860940125465,8.48084778165994,2.2491990859253157,3.816817089945828
245,245.0,18.275238460457356,6.656282973744159,25.857099244160054,8.453074180089665,2.2677523233440118,3.8428098949177794
246,246.0,17.94045499728087,7.109225306277047,26.05403069308739,8.424424393549168,2.2911837468236502,3.8710523305351607
