,snapshots,dMx,dMy,dMz,eps_from_dMx,eps_from_dMy,eps_from_dMz
186,186.0,10.75245711143291,0.5907943467820456,2.599495125840921,8.397199604834007,2.17792459874038,3.7852301256269745
187,187.0,10.476753082934625,0.6301806365675162,2.796426574768269,8.42819889609866,2.183832795640774,3.7827130510872196
188,188.0,10.220742199329088,0.8468052303875764,2.638881415626379,8.45272811383295,2.191568814978553,3.7787166411534505
189,189.0,10.122276474865412,0.9649640997439821,2.796426574768251,8.47433291532547,2.2002318705525394,3.776012267179026
190,190.0,9.925345025938068,0.6695669263529869,3.0327443134810714,8.491220086751053,2.2058781698446603,3.7753879469236455
191,191.0,9.82687930147441,0.4726354774256576,3.2493689073011325,8.505489752220264,2.209673453800283,3.7767610476365956
192,192.0,9.649640997439775,0.29539717339103877,3.6038455153703737,8.515826802645602,2.2119477324570034,3.7817454968892936
193,193.0,9.64964099743979,-0.03938628978544223,4.03709470301051,8.525552421023601,2.2118141977183594,3.7916181305818975
194,194.0,9.452709548512463,-0.27570402849825904,4.155253572366917,8.531281151437685,2.2102332678165366,3.8026347265762865
195,195.0,9.275471244477835,-0.4923286223183445,4.430957600865192,8.533577057602937,2.207521451415134,3.8169032461696553
196,196.0,9.236084954692377,-0.6498737814602356,4.371878166186978,8.53480869858097,2.2041046865527965,3.829949754480468
197,197.0,8.920994636408636,-0.6695669263529638,4.293105586616061,8.530823135359922,2.200614413262592,3.8415660995187193
198,198.0,8.468052303875751,-0.8664983752802868,4.411264455972468,8.520246543750861,2.1964016153911246,3.854334032388815
199,199.0,8.310507144733862,-1.1618955486713047,4.234026151937869,8.507489847452339,2.19135583179827,3.864453622976763
200,200.0,8.212041420270197,-1.201281838456786,4.332491876401509,8.493407053594517,2.186258516473229,3.8754574002841244
201,201.0,8.074189406021038,-1.3982132873841278,4.568809615114329,8.477612196380239,2.1808185457914524,3.8891413750411803
202,202.0,8.133268840699238,-1.3194407078132016,4.706661629363481,8.46244535479713,2.1755660086905606,3.9042516892460277
203,203.0,8.27112085494836,-1.398213287384126,4.3521850212942645,8.448831849197704,2.1702227807467,3.9143749919343906
204,204.0,8.310507144733862,-1.4966790118477848,4.037094703010521,8.43559614696914,2.164785299740558,3.920480439162789
205,205.0,8.330200289626614,-1.3588269975986598,3.8401632540831763,8.422499260567903,2.159603739245462,3.924205353823834
206,206.0,8.468052303875744,-1.5163721567405348,3.485686646013953,8.410959690087783,2.1542397274769387,3.924232437366176
207,207.0,8.527131738553937,-1.6148378812041981,2.993358023695592,8.400017184557996,2.1488221374332803,3.919956453998276
208,208.0,8.684676897695809,-1.9693144892734011,2.7767334298755024,8.390894412886519,2.143331150362547,3.9140438333552523
209,209.0,9.05884665065776,-2.2253253728789386,2.481336256484493,8.386496321702651,2.138038568529937,3.9061985951934415
210,210.0,9.3148575342633,-2.6782677054118365,2.304097952449908,8.38540274065812,2.1335316490463407,3.8973594079569045
211,211.0,9.787493011688923,-3.072130603266522,2.0874733586298326,8.391012556690235,2.130190303494302,3.887459829387481
212,212.0,10.082890185079918,-3.7416975296194805,2.146552793307997,8.400868948107558,2.1298229925948933,3.877900759174913
213,213.0,10.319207923792721,-3.99770841322502,1.7920761852388019,8.414111006919134,2.1308841539526653,3.866868093716692
214,214.0,10.693377676754682,-4.509730180436126,1.457292722062352,8.433228233386757,2.1353693575144006,3.8548269331947083
215,215.0,10.673684531861952,-4.883899933398068,1.2012818384567971,8.45132838099923,2.1427364828703617,3.842281488608159
216,216.0,10.713070821647435,-5.080831382325429,1.161895548671307,8.469466827420682,2.1516547831593895,3.8297703652220743
217,217.0,10.7524571114329,-5.336842265930978,1.0634298242076348,8.487644729853525,2.1627644505948806,3.8172021981871973
218,218.0,10.831229691003827,-5.533773714858318,1.1815886935640414,8.506551019617117,2.1755836268461834,3.8049464369879176
219,219.0,10.71307082164746,-5.730705163785641,1.3982132873841202,8.522773654480032,2.1901757548164094,3.7932666014951404
220,220.0,10.929695415467549,-5.7307051637856565,1.6542241709896608,8.542117045802097,2.2044562301971427,3.782406220278253
221,221.0,10.929695415467535,-5.592853149536512,1.7723830403460887,8.560807409934407,2.2170087204615454,3.7720214414318187
222,222.0,10.890309125682048,-5.868557178034777,1.7526898954533614,8.578185661495008,2.232162762231428,3.761642846789037
223,223.0,10.732763966540148,-5.553466859751031,1.7920761852388019,8.592323610578244,2.2437603382752016,3.751474110988538
224,224.0,10.67368453186197,-4.98236565786177,1.8117693301315327,8.604952096814422,2.2499976763788156,3.7414453966420504
225,225.0,10.358594213578208,-4.864206788505358,1.6936104607751297,8.612154226567526,2.255142762868486,3.731093516093681
226,226.0,10.16166276465087,-4.4309576008651765,1.8314624750242672,8.616035466642085,2.2570893333487727,3.721275056692013
227,227.0,10.004117605508988,-4.155253572366917,2.0087007790588807,8.617334278197518,2.2572942593440217,3.7121842560069385
228,228.0,9.885958736152595,-3.7220043847267537,2.2844048075571735,8.61671321818313,2.25528684275299,3.7043394938251173
229,229.0,9.92534502593805,-3.6826180949412857,2.5404156911627176,8.616341647220313,2.253097512798492,3.6978119482954512
230,230.0,10.02381075040174,-3.426607211335744,2.697960850304593,8.61701497521204,2.249912155201325,3.6921679789434596
231,231.0,10.08289018507994,-2.9736648788028353,2.973664878802868,8.618193918163342,2.2454416780085986,3.6881967418100694
232,232.0,10.08289018507994,-2.776733429875498,2.9539717339101372,8.619072055299561,2.240617598041024,3.684068856021533
233,233.0,10.082890185079926,-2.402563676913558,3.01305116858833,8.619656953924533,2.2353953702604152,3.6802896343367104
234,234.0,10.063197040187205,-2.0677802137370667,3.367527776657546,8.619694995499525,2.230150104560513,3.6789142455426576
