# File created on: 2024-11-02 17:13:31

        # File generated by CPextract.py cpmd distanceft version 0.2.0.

        # Parameters: filename=mol_wan.xyz, molfilename=input_GMX.mol

        # Parameters: index=[0, 5]

        # Parameters: initial_step=1, timestep=2.5

        # Data below:

        time_fs,acf,acf_normalized
0.0,78836.43630589504,1.0
2.5,78791.41772783664,0.9994289622899274
5.0,78749.73334800312,0.9989002171844057
7.5,78794.34526551056,0.9994660966127241
10.0,78829.4568401216,0.9999114690351253
12.5,78781.38375642429,0.9993016864783545
15.0,78749.29884423566,0.998894705725646
17.5,78795.1246361366,0.9994759825317555
20.0,78819.9815756267,0.9997912801359452
22.5,78773.33128023017,0.9991995449233649
25.0,78752.21955641554,0.9989317534705308
27.5,78794.76564392936,0.9994714288986378
30.0,78808.50973483997,0.999645765684452
32.5,78766.66777809327,0.9991150217961265
35.0,78755.65853806154,0.9989753751993549
37.5,78791.7647477736,0.9994333640609007
40.0,78796.5332531048,0.9994938501198176
42.5,78762.49440151692,0.9990620846420402
45.0,78759.23230073194,0.9990207065567558
47.5,78786.96269111361,0.9993724524204841
50.0,78785.63969070534,0.9993556708348332
52.5,78760.2997008553,0.9990342459831097
55.0,78761.33613524567,0.9990473926249283
57.5,78780.20307276967,0.999286710108164
60.0,78776.04173096946,0.999233925609077
62.5,78759.14622660582,0.9990196147503507
65.0,78761.65349022669,0.9990514181110599
67.5,78772.94642654124,0.9991946632505374
70.0,78768.65947260302,0.9991402854255228
72.5,78758.4801874949,0.9990111663838069
75.0,78760.25962587794,0.9990337376524538
77.5,78765.9536146227,0.9991059629966168
80.0,78762.860696519,0.9990667309073871
82.5,78756.93464906768,0.9989915620168461
85.0,78757.12974394634,0.9989940366959132
87.5,78759.76195143175,0.999027424905842
90.0,78758.33940050856,0.999009380572665
92.5,78754.47837287425,0.998960405405658
95.0,78753.29718206453,0.9989454226024637
97.5,78754.86515816895,0.9989653115799199
100.0,78754.50666702793,0.9989607643025719
102.5,78750.99477185195,0.9989162177027947
105.0,78749.15273044026,0.998892852346647
107.5,78750.75458931446,0.9989131711097629
110.0,78750.52147350178,0.9989102141545325
112.5,78746.73449424854,0.9988621782534861
115.0,78745.26702031451,0.9988435640948206
117.5,78747.23442731585,0.9988685196495555
120.0,78746.30543362806,0.9988567358382707
122.5,78742.32407875212,0.9988062343815522
125.0,78741.81353040245,0.9987997583360384
127.5,78743.69267728367,0.9988235943561489
130.0,78741.63560965181,0.998797501502029
132.5,78738.04340203285,0.9987519361798597
135.0,78738.63970762005,0.9987595000122085
137.5,78739.8127923569,0.9987743799940013
140.0,78736.82325071032,0.9987364591824242
142.5,78734.276355384,0.9987041531137374
145.0,78735.577119713,0.9987206526460595
147.5,78735.4801236948,0.9987194223010218
150.0,78732.07935157021,0.9986762852404958
152.5,78730.85906268447,0.998660806498141
155.0,78732.1616361119,0.9986773289779545
157.5,78730.73713176193,0.9986592598665547
160.0,78727.73415662762,0.9986211686580346
162.5,78727.74904616813,0.9986213575242646
165.0,78728.36485728997,0.9986291687743756
167.5,78725.98522514234,0.9985989843538319
170.0,78723.97092426512,0.99857343397419
172.5,78724.6281361371,0.9985817703717084
175.0,78724.05545138897,0.9985745061576601
177.5,78721.35538912489,0.9985402572444596
180.0,78720.55876968551,0.9985301525330252
182.5,78721.15359051398,0.9985376975319666
185.0,78719.42293290916,0.9985157450226206
187.5,78717.15898782543,0.9984870280334996
190.0,78717.38351389725,0.9984898760322467
192.5,78717.26229825016,0.9984883384735649
195.0,78714.7592005777,0.9984565879557871
197.5,78713.42402043578,0.9984396518764248
200.0,78714.09673364802,0.9984481849005411
202.5,78712.9040665792,0.9984330565268511
205.0,78710.28046494238,0.9983997774777241
207.5,78710.04557450891,0.9983967980123338
210.0,78710.52383391687,0.9984028644890846
212.5,78708.32558847226,0.9983749808663891
215.0,78706.20847762306,0.9983481263946701
217.5,78706.81452005915,0.9983558137339829
220.0,78706.53709576913,0.998352294748308
222.5,78703.71294055956,0.9983164717793623
225.0,78702.48335369818,0.9983008750969271
