# File created on: 2025-03-11 00:05:47

        # File generated by CPextract.py cpmd roo version 0.2.0.
        # Parameters: filename=mol_wan_small.xyz, molfilename=PG.mol
        # Parameters: initial_step=1, timestep=2.5
        # Data below:

        time_fs,acf,acf_normalized
0.0,10000.0,1.0
2.5,9985.820454804869,0.9985820454804869
5.0,9948.296162201937,0.9948296162201937
7.5,9895.33574331102,0.989533574331102
10.0,9837.074954245436,0.9837074954245436
12.5,9782.80605653722,0.978280605653722
15.0,9738.457185844894,0.9738457185844894
17.5,9705.529595345977,0.9705529595345977
20.0,9681.699130205143,0.9681699130205143
22.5,9662.68407442107,0.966268407442107
25.0,9644.681423382386,0.9644681423382386
27.5,9626.296696251446,0.9626296696251445
30.0,9609.175061603699,0.9609175061603699
32.5,9597.166230303985,0.9597166230303985
35.0,9594.402639728858,0.9594402639728858
37.5,9603.22185225455,0.960322185225455
40.0,9622.79099229082,0.9622790992290821
42.5,9648.938087426624,0.9648938087426624
45.0,9675.344141265317,0.9675344141265317
47.5,9695.569458033684,0.9695569458033684
50.0,9705.11214417394,0.970511214417394
52.5,9702.804159639294,0.9702804159639294
55.0,9690.920897020087,0.9690920897020087
57.5,9673.998607420339,0.9673998607420339
60.0,9656.998920016447,0.9656998920016447
62.5,9643.511377966564,0.9643511377966565
65.0,9634.655937740865,0.9634655937740865
67.5,9629.089308617182,0.9629089308617181
70.0,9623.994085330596,0.9623994085330596
72.5,9616.579748704396,0.9616579748704397
75.0,9605.445750222914,0.9605445750222914
77.5,9591.240916381634,0.9591240916381634
80.0,9576.390232966423,0.9576390232966423
82.5,9564.03014399419,0.956403014399419
85.0,9556.661235640684,0.9556661235640684
87.5,9555.106424772155,0.9555106424772155
90.0,9558.15022497487,0.955815022497487
92.5,9563.009462468128,0.9563009462468128
95.0,9566.424291142846,0.9566424291142847
97.5,9565.867213202213,0.9565867213202213
100.0,9560.411098048327,0.9560411098048327
102.5,9550.939838484375,0.9550939838484376
105.0,9539.62540413764,0.9539625404137639
107.5,9528.951425477037,0.9528951425477037
110.0,9520.722830974537,0.9520722830974537
112.5,9515.444128042549,0.951544412804255
115.0,9512.289432890313,0.9512289432890313
117.5,9509.633163236449,0.950963316323645
120.0,9505.871541817503,0.9505871541817503
122.5,9500.155987370623,0.9500155987370623
125.0,9492.730915887803,0.9492730915887804
127.5,9484.762944427168,0.9484762944427167
130.0,9477.757984727721,0.9477757984727722
132.5,9472.848266206183,0.9472848266206183
135.0,9470.285033447806,0.9470285033447806
137.5,9469.338273402009,0.9469338273402009
140.0,9468.629715243576,0.9468629715243576
142.5,9466.75171383291,0.9466751713832909
145.0,9462.880493219673,0.9462880493219673
147.5,9457.106805477924,0.9457106805477924
150.0,9450.356539490604,0.9450356539490603
152.5,9443.942600663844,0.9443942600663844
155.0,9438.950648982027,0.9438950648982027
157.5,9435.74250072389,0.943574250072389
160.0,9433.794789182906,0.9433794789182907
162.5,9431.933472192015,0.9431933472192015
165.0,9428.863060679567,0.9428863060679566
167.5,9423.76380359522,0.9423763803595221
170.0,9416.689008321337,0.9416689008321336
172.5,9408.58280891854,0.940858280891854
175.0,9400.913000758248,0.9400913000758248
177.5,9395.072891751212,0.9395072891751212
180.0,9391.799686545352,0.9391799686545351
182.5,9390.858277743062,0.9390858277743062
185.0,9391.123594553854,0.9391123594553854
187.5,9391.023297165004,0.9391023297165004
190.0,9389.163580208959,0.9389163580208959
192.5,9384.886894758838,0.9384886894758838
195.0,9378.530732009891,0.9378530732009891
197.5,9371.283598075648,0.9371283598075648
200.0,9364.704540316028,0.9364704540316028
202.5,9360.103041677616,0.9360103041677615
205.0,9358.027565145436,0.9358027565145436
207.5,9358.063263095946,0.9358063263095946
210.0,9359.008962982485,0.9359008962982485
212.5,9359.353357747283,0.9359353357747283
215.0,9357.858187552447,0.9357858187552447
217.5,9354.016076782016,0.9354016076782016
220.0,9348.207521643666,0.9348207521643666
222.5,9341.512415031406,0.9341512415031406
225.0,9335.266751317047,0.9335266751317047
227.5,9330.547765098854,0.9330547765098854
230.0,9327.790997038572,0.9327790997038572
232.5,9326.679868599778,0.9326679868599779
235.0,9326.328992392137,0.9326328992392137
237.5,9325.668066138827,0.9325668066138827
240.0,9323.864938826055,0.9323864938826054
242.5,9320.619522455256,0.9320619522455256
245.0,9316.221197710493,0.9316221197710493
247.5,9311.369184921849,0.9311369184921848
250.0,9306.849997422056,0.9306849997422055
252.5,9303.211131842214,0.9303211131842214
255.0,9300.563245195468,0.9300563245195468
257.5,9298.581635558703,0.9298581635558703
260.0,9296.688443258668,0.9296688443258668
262.5,9294.323954374597,0.9294323954374597
265.0,9291.186521854683,0.9291186521854683
267.5,9287.342208661212,0.9287342208661212
270.0,9283.16838617326,0.928316838617326
