# File created on: 2025-03-11 00:05:47

        # File generated by CPextract.py cpmd roo version 0.2.0.
        # Parameters: filename=mol_wan_small.xyz, molfilename=PG.mol
        # Parameters: initial_step=1, timestep=2.5
        # Data below:

        thz,freq_kayser,roo,roo_normalized
0.0,0.0,208283.65220371814,20.828365220371815
0.04,1.3319999999999999,6293.225404610516,0.6293225404610516
0.08,2.6639999999999997,2622.122656569338,0.2622122656569338
0.12,3.9959999999999996,1282.581948143439,0.1282581948143439
0.16,5.327999999999999,771.3775532702257,0.07713775532702256
0.2,6.66,639.0685661392813,0.06390685661392813
0.24,7.991999999999999,489.29313887783456,0.04892931388778346
0.28,9.324,416.2039757079518,0.041620397570795185
0.32,10.655999999999999,285.32281681876856,0.028532281681876857
0.36,11.987999999999998,254.29660480049847,0.025429660480049847
0.4,13.32,242.41441523869764,0.024241441523869766
0.44,14.652,231.52395557071173,0.023152395557071173
0.48,15.983999999999998,205.43805335376376,0.020543805335376378
0.52,17.316,160.0684805766864,0.01600684805766864
0.56,18.648,168.2096745295733,0.01682096745295733
0.6,19.979999999999997,156.02772229114169,0.015602772229114168
0.64,21.311999999999998,123.74034930636842,0.012374034930636841
0.68,22.644,128.40193930186004,0.012840193930186004
0.72,23.975999999999996,132.69331605521768,0.013269331605521769
0.76,25.308,126.29862221526909,0.012629862221526908
0.8,26.64,122.63817860610291,0.012263817860610291
0.84,27.971999999999998,114.70738705788088,0.011470738705788087
0.88,29.304,104.287749496383,0.0104287749496383
0.92,30.636,99.92421528131727,0.009992421528131727
0.96,31.967999999999996,89.2695632304192,0.00892695632304192
1.0,33.3,85.7304079011562,0.00857304079011562
1.04,34.632,81.00826496048698,0.008100826496048699
1.08,35.964,73.25335828831132,0.007325335828831132
1.12,37.296,77.21345094817119,0.007721345094817119
1.16,38.62799999999999,68.88906213779093,0.006888906213779093
1.2,39.959999999999994,60.7156685646977,0.00607156685646977
1.24,41.291999999999994,63.138228540859245,0.0063138228540859246
1.28,42.623999999999995,56.628925797711524,0.005662892579771152
1.32,43.955999999999996,57.654882313631205,0.0057654882313631205
1.36,45.288,61.964441983170325,0.006196444198317033
1.4000000000000001,46.62,55.098504887072906,0.005509850488707291
1.44,47.95199999999999,61.207695189730835,0.006120769518973083
1.48,49.28399999999999,50.6038757376311,0.00506038757376311
1.52,50.616,54.0743588171108,0.0054074358817110795
1.56,51.948,52.67245087928245,0.005267245087928245
1.6,53.28,44.74541868111946,0.004474541868111946
1.6400000000000001,54.612,40.66100097043731,0.00406610009704373
1.68,55.943999999999996,43.97138679393848,0.004397138679393848
1.72,57.275999999999996,42.548380147783135,0.0042548380147783135
1.76,58.608,35.51854555519917,0.0035518545555199166
1.8,59.94,37.96453609894364,0.003796453609894364
1.84,61.272,39.21962138379765,0.003921962138379765
1.8800000000000001,62.604,39.53176087203696,0.003953176087203697
1.92,63.93599999999999,37.28595780192123,0.0037285957801921226
1.96,65.26799999999999,31.72032913334661,0.003172032913334661
2.0,66.6,29.158786924274132,0.0029158786924274134
2.04,67.932,33.78875214846834,0.003378875214846834
2.08,69.264,30.80012249473723,0.003080012249473723
2.12,70.596,31.267222754682916,0.0031267222754682916
2.16,71.928,28.261750672881718,0.0028261750672881718
2.2,73.26,29.7142452035379,0.00297142452035379
2.24,74.592,28.705228473106477,0.0028705228473106478
2.2800000000000002,75.924,26.98560805807581,0.0026985608058075813
2.32,77.25599999999999,28.945836039755584,0.0028945836039755584
2.36,78.588,25.199470665644856,0.0025199470665644855
2.4,79.91999999999999,25.99974032160785,0.002599974032160785
2.44,81.252,24.527007011223922,0.0024527007011223923
2.48,82.58399999999999,22.40035050616884,0.002240035050616884
2.52,83.916,22.79605550397473,0.002279605550397473
2.56,85.24799999999999,23.34839892239391,0.002334839892239391
2.6,86.58,21.137581904632462,0.002113758190463246
2.64,87.91199999999999,18.626600191705446,0.0018626600191705446
2.68,89.244,21.382958356292658,0.002138295835629266
2.72,90.576,20.367134217654353,0.0020367134217654354
2.7600000000000002,91.908,17.001963359762247,0.0017001963359762247
2.8000000000000003,93.24,17.92288101533345,0.0017922881015333448
2.84,94.57199999999999,19.340047653440195,0.0019340047653440195
2.88,95.90399999999998,16.38688745752002,0.0016386887457520022
2.92,97.23599999999999,14.70755510065972,0.001470755510065972
2.96,98.56799999999998,14.70799425804994,0.001470799425804994
3.0,99.89999999999999,14.941826423998904,0.0014941826423998904
3.04,101.232,16.91971449115059,0.001691971449115059
3.08,102.564,15.646507504548445,0.0015646507504548446
3.12,103.896,14.624840736248895,0.0014624840736248896
3.16,105.228,15.704092307721835,0.0015704092307721835
3.2,106.56,14.310955291329075,0.0014310955291329075
3.24,107.892,13.642907346468153,0.0013642907346468154
3.2800000000000002,109.224,13.106753569381619,0.0013106753569381618
3.3200000000000003,110.556,11.93215253109527,0.001193215253109527
3.36,111.88799999999999,11.054457815518449,0.0011054457815518448
3.4,113.21999999999998,11.796729047315724,0.0011796729047315723
3.44,114.55199999999999,11.246088455566344,0.0011246088455566345
3.48,115.88399999999999,11.294507373530038,0.001129450737353004
3.52,117.216,11.78456340539628,0.001178456340539628
3.56,118.54799999999999,10.944552448545297,0.0010944552448545297
3.6,119.88,11.783443952584804,0.0011783443952584805
3.64,121.21199999999999,11.673305929303657,0.0011673305929303657
3.68,122.544,10.210256530746486,0.0010210256530746487
3.72,123.87599999999999,10.163572633730865,0.0010163572633730866
3.7600000000000002,125.208,9.499515356284599,0.0009499515356284599
3.8000000000000003,126.53999999999999,10.170113624511984,0.0010170113624511984
3.84,127.87199999999999,9.362565187636346,0.0009362565187636346
3.88,129.20399999999998,9.087545737222941,0.0009087545737222941
3.92,130.53599999999997,8.864153073290066,0.0008864153073290065
3.96,131.868,8.809220585137101,0.0008809220585137102
4.0,133.2,8.035796732184592,0.0008035796732184592
4.04,134.53199999999998,8.187298226197642,0.0008187298226197642
4.08,135.864,8.934617563852958,0.0008934617563852959
4.12,137.196,8.851695256326819,0.0008851695256326819
4.16,138.528,7.929976472187633,0.0007929976472187633
4.2,139.85999999999999,8.349157754972936,0.0008349157754972935
4.24,141.192,7.819866509977075,0.0007819866509977075
4.28,142.524,7.63018153935478,0.0007630181539354779
4.32,143.856,7.532033179642111,0.0007532033179642111
4.36,145.188,7.7065209686384195,0.000770652096863842
4.4,146.52,6.991542369319193,0.0006991542369319193
4.44,147.852,8.388365928147824,0.0008388365928147824
4.48,149.184,7.841583966736981,0.0007841583966736981
4.5200000000000005,150.516,7.448792131322862,0.0007448792131322862
4.5600000000000005,151.848,6.8270467419372425,0.0006827046741937243
4.6000000000000005,153.18,8.533918338469753,0.0008533918338469753
4.64,154.51199999999997,8.115142409154341,0.0008115142409154341
4.68,155.84399999999997,7.530058710638265,0.0007530058710638265
4.72,157.176,6.990164836931934,0.0006990164836931934
4.76,158.50799999999998,7.102946183398018,0.0007102946183398018
4.8,159.83999999999997,7.531344936664191,0.0007531344936664192
4.84,161.17199999999997,7.448811894806967,0.0007448811894806967
4.88,162.504,6.818896089682247,0.0006818896089682247
4.92,163.83599999999998,7.641078788700012,0.0007641078788700012
4.96,165.16799999999998,7.005538200491679,0.0007005538200491679
5.0,166.5,6.358382899534915,0.0006358382899534915
5.04,167.832,6.113900083787128,0.0006113900083787127
5.08,169.164,5.853901961631037,0.0005853901961631036
5.12,170.49599999999998,7.594050943659486,0.0007594050943659485
5.16,171.828,6.409275463350666,0.0006409275463350666
5.2,173.16,5.507375288468102,0.0005507375288468102
5.24,174.492,6.509492318574056,0.0006509492318574056
5.28,175.82399999999998,5.0780624770385145,0.0005078062477038514
5.32,177.156,5.838916845214381,0.0005838916845214381
5.36,178.488,5.4307679542281555,0.0005430767954228156
5.4,179.82,5.492845346279535,0.0005492845346279535
5.44,181.152,5.142749008272668,0.0005142749008272668
5.48,182.484,4.867563647356482,0.0004867563647356482
5.5200000000000005,183.816,5.532620644121139,0.0005532620644121139
5.5600000000000005,185.148,5.260818887675967,0.0005260818887675967
5.6000000000000005,186.48,4.33473612354181,0.000433473612354181
5.64,187.81199999999998,5.243808911222169,0.0005243808911222169
5.68,189.14399999999998,4.985299201936034,0.0004985299201936033
5.72,190.47599999999997,4.718741201601029,0.0004718741201601029
5.76,191.80799999999996,4.933472421112106,0.0004933472421112106
5.8,193.14,5.04772767699429,0.000504772767699429
5.84,194.47199999999998,5.205700996767465,0.0005205700996767465
