time_fs,acf,acf_normalized
0.0,10.0,1.0
2.5,8.986467964601603,0.8986467964601603
5.0,7.954577875360437,0.7954577875360437
7.5,6.9189794804457,0.69189794804457
10.0,5.892177846920091,0.589217784692009
12.5,4.8810859872803745,0.48810859872803747
15.0,3.8864183758026236,0.3886418375802624
17.5,2.904387953886875,0.2904387953886875
20.0,1.9304952117781626,0.19304952117781626
22.5,0.9624810945644365,0.09624810945644366
